Y,0.501129568,0.403464496,-0.142459884,0.389382094,0.400466084,-0.203721166,0.53740555,0.273964196,-0.203278512,0.34246859,0.271501482,-0.327220351,0.573631704,0.142736673,-0.3019467,0.284857154,0.137993947,-0.415779889
Y,0.503122568,0.40347147,-0.141050011,0.392537534,0.398279309,-0.19731167,0.536971927,0.273521811,-0.204541281,0.342296988,0.273133963,-0.316165328,0.57361263,0.142783061,-0.314359367,0.284550339,0.14044942,-0.405091524
Y,0.504706979,0.40339765,-0.171253189,0.394265294,0.396468192,-0.224695683,0.536970496,0.272687316,-0.245775104,0.342233568,0.27489534,-0.335428447,0.573765337,0.142769083,-0.364736587,0.28416869,0.142104059,-0.418673754
Y,0.506236136,0.403288245,-0.168278232,0.395342767,0.394190639,-0.220035121,0.537095428,0.272464097,-0.239668563,0.342241138,0.275581509,-0.328229636,0.573871017,0.143159881,-0.366830647,0.284165949,0.143462583,-0.410241842
Y,0.507874191,0.403351337,-0.221180052,0.395966858,0.392434746,-0.276550263,0.537551045,0.272379458,-0.322732419,0.345840693,0.274245203,-0.393210709,0.573836684,0.142831102,-0.459150791,0.288379192,0.140620902,-0.462846756
Y,0.50877142,0.40336132,-0.226123959,0.39633444,0.391465843,-0.280381382,0.538075805,0.272292703,-0.326515704,0.347776115,0.273224682,-0.396864057,0.573788524,0.14264816,-0.460033327,0.290250033,0.139064521,-0.467654943
Y,0.509521425,0.403488517,-0.244189143,0.396507353,0.39079535,-0.296079278,0.53931576,0.272016913,-0.342104256,0.350278348,0.272303402,-0.411965221,0.573788345,0.142247766,-0.470364004,0.291757673,0.137285337,-0.478604734
Y,0.50981611,0.403422743,-0.242222399,0.397103727,0.388948172,-0.29814297,0.540437043,0.271651149,-0.330505729,0.351379573,0.270695657,-0.412673086,0.573812544,0.14147149,-0.454551131,0.293636531,0.135589987,-0.483906686
Y,0.51023823,0.403397173,-0.227298811,0.397258401,0.387608439,-0.283433497,0.541014433,0.271206528,-0.309250414,0.352612406,0.269491792,-0.397551149,0.573803544,0.14092274,-0.431518793,0.295055479,0.134619057,-0.47100997
Y,0.510977387,0.40351364,-0.221038699,0.397902697,0.38751179,-0.282214582,0.541110992,0.27132073,-0.306397796,0.353933573,0.269426435,-0.391226381,0.573987544,0.140853375,-0.419447124,0.295944214,0.134274736,-0.458497137
Y,0.511251926,0.404598445,-0.215761155,0.398259729,0.387645274,-0.277836204,0.541110516,0.271722466,-0.304017633,0.354787797,0.269334733,-0.388412058,0.574218869,0.141304985,-0.409432024,0.296209097,0.134254515,-0.452736914
Y,0.511425614,0.40472123,-0.212958574,0.398329347,0.387609422,-0.274142623,0.541101158,0.272022992,-0.297986329,0.354742467,0.268566191,-0.388014823,0.574507475,0.141497076,-0.408082187,0.295983642,0.13335523,-0.449436992
Y,0.511546314,0.404737353,-0.212544054,0.398452401,0.387620807,-0.267902017,0.541078329,0.272290051,-0.295959145,0.354639709,0.268121302,-0.379281104,0.574691057,0.141668692,-0.406691253,0.29582572,0.132936478,-0.443406969
Y,0.511763334,0.404738218,-0.169558525,0.398737043,0.387667,-0.222913817,0.54114598,0.272488087,-0.238069624,0.354894072,0.268122524,-0.335142106,0.574898601,0.141778678,-0.349047154,0.295795113,0.132920116,-0.415660918
Y,0.511911631,0.404789299,-0.147718281,0.398895562,0.387715936,-0.197446153,0.541189253,0.2727364,-0.215313748,0.35479179,0.268092424,-0.311440289,0.575249493,0.14217329,-0.325000316,0.295732766,0.132933885,-0.397101253
Y,0.512025297,0.404994756,-0.143022552,0.399019659,0.388075143,-0.192614645,0.541185319,0.272965401,-0.213726446,0.354736418,0.268096119,-0.308329284,0.575575233,0.143225104,-0.325839937,0.295677215,0.132947013,-0.389894098
Y,0.512335241,0.406011909,-0.156227335,0.400296301,0.389312059,-0.198739544,0.541205943,0.274069607,-0.249693424,0.355181783,0.268379241,-0.312793016,0.575928211,0.147653401,-0.382725537,0.295654118,0.133961678,-0.393329799
Y,0.512746453,0.406584412,-0.18407324,0.401161045,0.3896676,-0.228354767,0.541514993,0.274184555,-0.273224562,0.355162352,0.268512219,-0.339225888,0.576668024,0.148561493,-0.398418814,0.295626104,0.134116516,-0.413764715
Y,0.513363421,0.406733006,-0.171552703,0.401819319,0.389682204,-0.213767529,0.541817069,0.274183214,-0.248249978,0.355118811,0.268525869,-0.32269451,0.577269256,0.148787096,-0.361291826,0.295577705,0.134372726,-0.405123144
Y,0.513879418,0.40717122,-0.163850516,0.40211764,0.38986069,-0.209178254,0.542087317,0.274302214,-0.236556813,0.355222464,0.268541545,-0.320901453,0.578036547,0.149276897,-0.344965309,0.29555279,0.134716138,-0.402014017
Y,0.514215827,0.407609165,-0.153921187,0.40222913,0.390029162,-0.203306749,0.542149425,0.274534643,-0.224831223,0.355195463,0.268537611,-0.316514552,0.578422964,0.149877012,-0.334796727,0.295535773,0.134959236,-0.397711217
Y,0.514610171,0.407807827,-0.167735294,0.402632177,0.390428007,-0.220383003,0.542348683,0.274828613,-0.232781172,0.355184376,0.268463761,-0.331475437,0.578964949,0.150477216,-0.335935056,0.295504481,0.135125846,-0.409864247
Y,0.514950573,0.408072412,-0.168306023,0.403292894,0.3910335,-0.220533252,0.542560339,0.275324732,-0.237879872,0.35518235,0.268535614,-0.331674099,0.579517782,0.15234445,-0.353747785,0.295355916,0.135195956,-0.410304725
Y,0.515851796,0.407964051,-0.234475285,0.404246897,0.391083807,-0.290474594,0.543658674,0.275330693,-0.321892381,0.355328739,0.268420994,-0.407471746,0.580756068,0.152266771,-0.433973163,0.295109808,0.135203257,-0.476216972
Y,0.516746581,0.407841176,-0.252079129,0.404734433,0.3912552,-0.312223941,0.544453621,0.275320739,-0.340930879,0.355755389,0.268462509,-0.432183683,0.581897378,0.152009025,-0.451824099,0.295104831,0.135680854,-0.495156944
Y,0.517106473,0.407674491,-0.281416357,0.40550828,0.391465604,-0.334828377,0.544975102,0.275304914,-0.372231901,0.355849028,0.268416792,-0.451490074,0.582864285,0.151758626,-0.481045097,0.295088649,0.135795414,-0.515651345
Y,0.517686069,0.407365024,-0.256748855,0.405639321,0.391511798,-0.311954707,0.545047998,0.274652958,-0.340375245,0.355924696,0.268417507,-0.42902559,0.583818316,0.151104555,-0.448162466,0.295079887,0.136029214,-0.49453944
Y,0.517813563,0.407364219,-0.269833684,0.405855834,0.391885489,-0.325649709,0.545196354,0.274373353,-0.358763009,0.356035173,0.2684187,-0.44234547,0.584379554,0.15080592,-0.470825613,0.295073211,0.136321932,-0.505184889
Y,0.518050671,0.407383382,-0.25738889,0.405926794,0.392230183,-0.312778741,0.545330822,0.273987591,-0.339825004,0.356035888,0.268432528,-0.427619517,0.584606826,0.149730295,-0.455800831,0.295091718,0.13659212,-0.494398415
Y,0.518059134,0.407476753,-0.258509487,0.405989349,0.39223811,-0.311086833,0.545322418,0.273833722,-0.348955482,0.356034428,0.268430769,-0.423651546,0.584719539,0.14965491,-0.471786827,0.295110166,0.136837423,-0.489876688
Y,0.518044055,0.407268256,-0.236114427,0.406086922,0.392249465,-0.306519449,0.545024037,0.274059445,-0.345960587,0.355121911,0.271006912,-0.42194581,0.584294736,0.150924146,-0.46527186,0.294669956,0.139086336,-0.489194334
Y,0.518011212,0.407271922,-0.211305708,0.405636638,0.392668426,-0.27684015,0.544582009,0.274277508,-0.314496338,0.35324502,0.272677988,-0.39603287,0.583771825,0.152041346,-0.446162611,0.293809861,0.140208557,-0.463027477
Y,0.517707705,0.407123059,-0.204793856,0.40480867,0.392879605,-0.272675186,0.542126179,0.274339706,-0.314465255,0.350898921,0.273265421,-0.393697202,0.582978845,0.152421892,-0.457958221,0.292010009,0.140601262,-0.460302353
